country,year,metal_group,flow,trade_value_usd,weight_kg,Headline CPI
Bahrain,2017,Gold,Import,21733,4.084,1.387
Belgium,2017,Gold,Import,56771683,58259.616,2.224
Belgium,2017,Gold,Import,1007679,0.025,2.224
Belgium,2017,Gold,Import,3010022,0.095,2.224
Bosnia Herzegovina,2017,Gold,Import,263717,230.631,0.81
Brazil,2017,Gold,Import,1280944,1118.543,3.446
Bulgaria,2017,Gold,Import,129690,133.314,1.188
Belarus,2017,Gold,Import,9300,10.08,6.032
Canada,2017,Gold,Import,1585885,1608.34,1.603
Cabo Verde,2017,Gold,Import,16918,8.86,0.783
Sri Lanka,2017,Gold,Import,764,1.24,6.581
Chile,2017,Gold,Import,371299,322.969,2.183
Chile,2017,Gold,Import,281,0.001,2.183
China,2017,Gold,Import,98501,84.601,1.558
Croatia,2017,Gold,Import,345410,391.207,1.129
Cuba,2017,Gold,Import,16128,11.638,
Cyprus,2017,Gold,Import,752957,559.604,0.681
Czechia,2017,Gold,Import,2437822,1425.793,2.451
Czechia,2017,Gold,Import,2304,,2.451
Czechia,2017,Gold,Import,56676,0.001,2.451
Denmark,2017,Gold,Import,1016837,997.453,1.058
Dominican Rep.,2017,Gold,Import,214779,220.004,3.28
Dominican Rep.,2017,Gold,Import,4365,0.001,3.28
Ecuador,2017,Gold,Import,16161,4.7,0.417
El Salvador,2017,Gold,Import,5058,9.0,1.014
El Salvador,2017,Gold,Import,848,,1.014
Equatorial Guinea,2017,Gold,Import,24758,11.806,0.746
Estonia,2017,Gold,Import,419793,100.509,3.651
Finland,2017,Gold,Import,1359871,872.771,0.839
France,2017,Gold,Import,97913270,97190.575,1.163
France,2017,Gold,Import,333803588,8.259,1.163
France,2017,Gold,Import,9712415,0.222,1.163
Germany,2017,Gold,Import,45795615,39158.889,1.711
Germany,2017,Gold,Import,2211015,0.034,1.711
Germany,2017,Gold,Import,10362,,1.711
Ghana,2017,Gold,Import,2415,1.477,12.372
Gibraltar,2017,Gold,Import,39941,20.776,
Gibraltar,2017,Gold,Import,8306,0.002,
Greece,2017,Gold,Import,589760,644.207,1.138
Greece,2017,Gold,Import,592,,1.138
Greenland,2017,Gold,Import,20029,8.794,
"China, Hong Kong SAR",2017,Gold,Import,92088,20.356,1.481
"China, Hong Kong SAR",2017,Gold,Import,19767,0.001,1.481
Hungary,2017,Gold,Import,731517,749.639,2.408
Hungary,2017,Gold,Import,368364,0.016,2.408
Iceland,2017,Gold,Import,73997,44.746,1.761
Iceland,2017,Gold,Import,409,0.001,1.761
Iraq,2017,Gold,Import,33735,38.53,0.099
Ireland,2017,Gold,Import,466500,438.213,0.251
Israel,2017,Gold,Import,498238,424.708,0.242
Italy,2017,Gold,Import,24108861,22097.56,1.326
Italy,2017,Gold,Import,175074003,7.038,1.326
Italy,2017,Gold,Import,117922814,4.01,1.326
CÃ´te d'Ivoire,2017,Gold,Import,311,0.008,
Japan,2017,Gold,Import,2122907,582.134,0.468
Kazakhstan,2017,Gold,Import,8061,4.894,7.429
Jordan,2017,Gold,Import,41474,28.378,3.324
Rep. of Korea,2017,Gold,Import,914969,859.43,
Kuwait,2017,Gold,Import,21151,13.486,1.507
Lebanon,2017,Gold,Import,37676,34.608,4.476
Latvia,2017,Gold,Import,81079,71.737,2.894
Liberia,2017,Gold,Import,64,0.374,12.435
Lithuania,2017,Gold,Import,281302,112.644,3.718
Lithuania,2017,Gold,Import,1352793,0.032,3.718
Luxembourg,2017,Gold,Import,498008,275.846,2.111
Luxembourg,2017,Gold,Import,93,,2.111
"China, Macao SAR",2017,Gold,Import,1315,0.25,1.227
Malaysia,2017,Gold,Import,16666,14.053,3.799
Malta,2017,Gold,Import,131617,147.172,1.261
Mauritania,2017,Gold,Import,700,0.267,2.269
Mauritius,2017,Gold,Import,5552,5.011,3.675
Mexico,2017,Gold,Import,62110,49.093,6.041
"Other Asia, nes",2017,Gold,Import,146713,116.024,
Montenegro,2017,Gold,Import,12280,1.351,2.373
Morocco,2017,Gold,Import,54173,18.549,0.754
Morocco,2017,Gold,Import,8473,0.002,0.754
Mozambique,2017,Gold,Import,15295,6.37,15.113
Oman,2017,Gold,Import,40886,47.552,1.6
Netherlands,2017,Gold,Import,17521389,9788.245,1.299
Netherlands,2017,Gold,Import,87,,1.299
Netherlands,2017,Gold,Import,1796395,0.041,1.299
Netherlands,2017,Gold,Import,2506989,0.043,1.299
New Zealand,2017,Gold,Import,1376535,1260.269,1.854
Norway,2017,Gold,Import,6730384,1836.389,1.875
Norway,2017,Gold,Import,484,,1.875
Norway,2017,Gold,Import,504,0.001,1.875
Panama,2017,Gold,Import,20444,21.057,0.876
Paraguay,2017,Gold,Import,67794,41.195,3.603
Peru,2017,Gold,Import,832,0.01,2.804
Poland,2017,Gold,Import,4389498,2763.49,1.975
Poland,2017,Gold,Import,380,,1.975
Poland,2017,Gold,Import,513330,0.013,1.975
Portugal,2017,Gold,Import,12643089,14373.143,1.556
Portugal,2017,Gold,Import,14317,,1.556
Portugal,2017,Gold,Import,246415,0.006,1.556
Portugal,2017,Gold,Import,2253797,0.101,1.556
Qatar,2017,Gold,Import,164882,183.278,0.395
Romania,2017,Gold,Import,1079638,891.836,1.344
Russian Federation,2017,Gold,Import,78786,40.208,3.683
Saudi Arabia,2017,Gold,Import,176640,181.84,-0.852
Senegal,2017,Gold,Import,4972,3.442,1.317
Serbia,2017,Gold,Import,740644,893.976,3.131
India,2017,Gold,Import,534482,0.013,3.602
India,2017,Gold,Import,4426446,0.119,3.602
Singapore,2017,Gold,Import,35308,33.621,0.576
Singapore,2017,Gold,Import,163424,0.004,0.576
Slovakia,2017,Gold,Import,186062,196.801,
Slovakia,2017,Gold,Import,1190086,0.028,
Viet Nam,2017,Gold,Import,29,0.04,3.521
Slovenia,2017,Gold,Import,45289,37.287,1.432
South Africa,2017,Gold,Import,27095,23.427,5.273
Sweden,2017,Gold,Import,11193036,7873.955,1.867
Switzerland,2017,Gold,Import,1010911,680.739,0.534
Switzerland,2017,Gold,Import,27,,0.534
Switzerland,2017,Gold,Import,100175163,4.41,0.534
Switzerland,2017,Gold,Import,6078673,0.154,0.534
Thailand,2017,Gold,Import,3514,0.3,0.665
United Arab Emirates,2017,Gold,Import,483794,533.556,1.967
Tunisia,2017,Gold,Import,40282,40.718,5.308839
TÃ¼rkiye,2017,Gold,Import,17103,10.659,
TÃ¼rkiye,2017,Gold,Import,83556141,2.749,
TÃ¼rkiye,2017,Gold,Import,83160789,2.58,
Uganda,2017,Gold,Import,52714,0.002,5.629
North Macedonia,2017,Gold,Import,26409,24.316,
United Kingdom,2017,Gold,Import,44800270,38843.025,2.683
United Kingdom,2017,Gold,Import,138766265,2.068,2.683
United Kingdom,2017,Gold,Import,489450193,9.856,2.683
USA,2017,Gold,Import,9011291,6700.081,
USA,2017,Gold,Import,1,,
USA,2017,Gold,Import,7839,0.002,
Burkina Faso,2017,Gold,Import,316,0.165,0.351
Uruguay,2017,Gold,Import,196549,196.709,6.218
American Samoa,2017,Gold,Import,2215855,0.055,
Armenia,2017,Gold,Import,4863295,0.12,1.031
Denmark,2017,Gold,Import,5759230,0.142,1.058
France,2017,Gold,Import,471986,0.012,1.163
Aruba,2017,Gold,Import,6350225,0.157,-0.474
Qatar,2017,Gold,Import,360718,0.009,0.395
Saudi Arabia,2017,Gold,Import,6126341,0.151,-0.852
United Arab Emirates,2017,Gold,Import,1025375,0.025,1.967
United Arab Emirates,2017,Gold,Import,1481937017,36.587,1.967
TÃ¼rkiye,2017,Gold,Import,3435566,0.075,
Belgium,2017,Gold,Import,146633580,3.83,2.224
Netherlands,2017,Gold,Import,2293,2.932,1.299
Poland,2017,Gold,Import,88426,95.41,1.975
Switzerland,2017,Gold,Import,1069254314,27.3,0.534
Rep. of Korea,2017,Gold,Import,3927952,0.1,
India,2017,Gold,Import,16314697,0.4,3.602
Austria,2017,Gold,Import,644,0.524,2.23
Belgium,2017,Gold,Import,53433,51.931,2.224
Bulgaria,2017,Gold,Import,6712,4.631,1.188
Canada,2017,Gold,Import,92,,1.603
China,2017,Gold,Import,26257,7.0,1.558
China,2017,Gold,Import,234,0.001,1.558
Costa Rica,2017,Gold,Import,11956,0.005,1.626
Cyprus,2017,Gold,Import,5792,2.908,0.681
Czechia,2017,Gold,Import,804,0.676,2.451
Denmark,2017,Gold,Import,1650758,575.462,1.058
Denmark,2017,Gold,Import,775,0.004,1.058
Denmark,2017,Gold,Import,960154,0.024,1.058
Denmark,2017,Gold,Import,72240,0.022,1.058
Estonia,2017,Gold,Import,6035,0.605,3.651
Estonia,2017,Gold,Import,1074114,0.022,3.651
Estonia,2017,Gold,Import,39385,0.004,3.651
Finland,2017,Gold,Import,852608,404.432,0.839
Finland,2017,Gold,Import,2911582,0.074,0.839
Finland,2017,Gold,Import,6947636,0.252,0.839
France,2017,Gold,Import,48897,6.258,1.163
Germany,2017,Gold,Import,815717,721.517,1.711
Germany,2017,Gold,Import,184332929,2.5,1.711
Germany,2017,Gold,Import,190923,0.017,1.711
Guyana,2017,Gold,Import,3165,2.0,1.944
"China, Hong Kong SAR",2017,Gold,Import,1172,0.956,1.481
Hungary,2017,Gold,Import,16233,18.601,2.408
Iceland,2017,Gold,Import,6642,2.582,1.761
Iceland,2017,Gold,Import,1008,0.002,1.761
Indonesia,2017,Gold,Import,3,0.001,3.809
Italy,2017,Gold,Import,1308252,1411.726,1.326
Italy,2017,Gold,Import,3277053,0.077,1.326
Italy,2017,Gold,Import,697299,0.049,1.326
Latvia,2017,Gold,Import,14653,3.0,2.894
"Other Asia, nes",2017,Gold,Import,3048,4.0,
"Other Asia, nes",2017,Gold,Import,433999,0.011,
Netherlands,2017,Gold,Import,143800,120.37,1.299
Netherlands,2017,Gold,Import,149,,1.299
Netherlands,2017,Gold,Import,11520,,1.299
Netherlands,2017,Gold,Import,22994,0.001,1.299
Norway,2017,Gold,Import,146726,85.158,1.875
Norway,2017,Gold,Import,243453,0.03,1.875
Norway,2017,Gold,Import,3457,0.001,1.875
Poland,2017,Gold,Import,63182,58.801,1.975
Poland,2017,Gold,Import,50756,0.001,1.975
Poland,2017,Gold,Import,352,,1.975
Portugal,2017,Gold,Import,15682,12.88,1.556
Romania,2017,Gold,Import,234,0.191,1.344
Saudi Arabia,2017,Gold,Import,2579,3.0,-0.852
Senegal,2017,Gold,Import,1055,1.0,1.317
India,2017,Gold,Import,39972,0.001,3.602
Slovakia,2017,Gold,Import,1610,0.881,
South Africa,2017,Gold,Import,32353,18.0,5.273
Spain,2017,Gold,Import,364558,306.672,1.956
Switzerland,2017,Gold,Import,17991,9.776,0.534
Switzerland,2017,Gold,Import,21431,0.007,0.534
Switzerland,2017,Gold,Import,354598423,11.232,0.534
Switzerland,2017,Gold,Import,1772606,0.042,0.534
United Arab Emirates,2017,Gold,Import,2017717,0.074,1.967
United Arab Emirates,2017,Gold,Import,5035209,0.153,1.967
TÃ¼rkiye,2017,Gold,Import,1340224,0.055,
TÃ¼rkiye,2017,Gold,Import,1518709,0.049,
United Kingdom,2017,Gold,Import,20889,8.727,2.683
United Kingdom,2017,Gold,Import,13608720,0.326,2.683
United Kingdom,2017,Gold,Import,9599853,0.238,2.683
USA,2017,Gold,Import,218968,0.004,
USA,2017,Gold,Import,43080,0.001,
Albania,2017,Gold,Import,244,,1.987
Andorra,2017,Gold,Import,173577,0.004,
Azerbaijan,2017,Gold,Import,14241132,0.363,12.844
Argentina,2017,Gold,Import,589249,0.015,25.675
Argentina,2017,Gold,Import,388725,0.009,25.675
Australia,2017,Gold,Import,2581,0.001,1.972
Australia,2017,Gold,Import,19018350,0.507,1.972
Australia,2017,Gold,Import,26689191,0.546,1.972
Austria,2017,Gold,Import,156169,51.459,2.23
Austria,2017,Gold,Import,44098,0.001,2.23
Austria,2017,Gold,Import,401683878,9.722,2.23
Austria,2017,Gold,Import,1056449912,26.34,2.23
Bahamas,2017,Gold,Import,35466345,0.85,1.553
Bahrain,2017,Gold,Import,31,0.005,1.387
Bahrain,2017,Gold,Import,8029822,0.221,1.387
Armenia,2017,Gold,Import,42792459,1.056,1.031
Armenia,2017,Gold,Import,1576404,0.044,1.031
Belgium,2017,Gold,Import,31047,17.763,2.224
Belgium,2017,Gold,Import,57485315,1.235,2.224
Belgium,2017,Gold,Import,6133320,0.153,2.224
Bermuda,2017,Gold,Import,156283,0.002,
Bolivia (Plurinational State of),2017,Gold,Import,1290,,2.82
Brazil,2017,Gold,Import,9921,0.001,3.446
Brunei Darussalam,2017,Gold,Import,2292594,0.062,-0.171
Bulgaria,2017,Gold,Import,223334,0.006,1.188
Bulgaria,2017,Gold,Import,436114,0.012,1.188
Canada,2017,Gold,Import,14727259,0.376,1.603
Canada,2017,Gold,Import,1546435,0.046,1.603
Cayman Isds,2017,Gold,Import,760211,0.019,
Cayman Isds,2017,Gold,Import,117026,0.002,
Sri Lanka,2017,Gold,Import,175575877,3.871,6.581
Sri Lanka,2017,Gold,Import,53457,0.002,6.581
China,2017,Gold,Import,19920,0.001,1.558
China,2017,Gold,Import,14014381390,421.06,1.558
China,2017,Gold,Import,21067514,0.495,1.558
Costa Rica,2017,Gold,Import,9928,0.001,1.626
Costa Rica,2017,Gold,Import,93504,0.002,1.626
Cyprus,2017,Gold,Import,311414,0.012,0.681
Czechia,2017,Gold,Import,26171484,0.668,2.451
Czechia,2017,Gold,Import,42731683,1.128,2.451
Denmark,2017,Gold,Import,7514,0.001,1.058
Denmark,2017,Gold,Import,15588,0.012,1.058
Ethiopia,2017,Gold,Import,15,,10.687
Estonia,2017,Gold,Import,43543509,1.131,3.651
Estonia,2017,Gold,Import,9249905,0.225,3.651
Finland,2017,Gold,Import,11106229,0.185,0.839
Finland,2017,Gold,Import,16114622,0.451,0.839
France,2017,Gold,Import,7334,1.792,1.163
France,2017,Gold,Import,10679,0.001,1.163
France,2017,Gold,Import,1125702406,26.744,1.163
France,2017,Gold,Import,98707100,3.034,1.163
Georgia,2017,Gold,Import,10013,,6.035
Germany,2017,Gold,Import,50295,14.162,1.711
Germany,2017,Gold,Import,846139,0.025,1.711
Germany,2017,Gold,Import,2017025133,50.093,1.711
Germany,2017,Gold,Import,748480726,18.605,1.711
Greece,2017,Gold,Import,4433042,0.111,1.138
Greece,2017,Gold,Import,1829089,0.044,1.138
"China, Hong Kong SAR",2017,Gold,Import,9201298808,228.608,1.481
"China, Hong Kong SAR",2017,Gold,Import,40246891,0.927,1.481
Hungary,2017,Gold,Import,8115,5.3,2.408
Hungary,2017,Gold,Import,344793,0.013,2.408
Hungary,2017,Gold,Import,842171,0.021,2.408
Indonesia,2017,Gold,Import,257192225,5.085,3.809
Iran,2017,Gold,Import,3320086,0.08,9.641
Ireland,2017,Gold,Import,270692,0.008,0.251
Ireland,2017,Gold,Import,348529,0.013,0.251
Israel,2017,Gold,Import,915446,0.025,0.242
Israel,2017,Gold,Import,74000,0.002,0.242
Italy,2017,Gold,Import,5635,0.865,1.326
Italy,2017,Gold,Import,310254,0.008,1.326
Italy,2017,Gold,Import,1268894762,31.14,1.326
Italy,2017,Gold,Import,416932304,13.379,1.326
Japan,2017,Gold,Import,939,,0.468
Japan,2017,Gold,Import,10553982,0.319,0.468
Japan,2017,Gold,Import,5022877,0.122,0.468
Kazakhstan,2017,Gold,Import,10788,,7.429
Kazakhstan,2017,Gold,Import,174,,7.429
Jordan,2017,Gold,Import,106596263,2.638,3.324
Jordan,2017,Gold,Import,8660523,0.212,3.324
Rep. of Korea,2017,Gold,Import,224976323,6.027,
Rep. of Korea,2017,Gold,Import,16625326,0.419,
Kuwait,2017,Gold,Import,43418570,1.103,1.507
Kuwait,2017,Gold,Import,14066,,1.507
Lao People's Dem. Rep.,2017,Gold,Import,5944165,0.153,0.66
Lebanon,2017,Gold,Import,151817388,3.811,4.476
Lebanon,2017,Gold,Import,2031,,4.476
Latvia,2017,Gold,Import,1289907,0.032,2.894
Latvia,2017,Gold,Import,2121072,0.05,2.894
Lithuania,2017,Gold,Import,117298,0.003,3.718
Luxembourg,2017,Gold,Import,33852293,0.513,2.111
Luxembourg,2017,Gold,Import,17906814,0.469,2.111
"China, Macao SAR",2017,Gold,Import,1462258,0.035,1.227
Malaysia,2017,Gold,Import,3948,4.44,3.799
Malaysia,2017,Gold,Import,1628212541,40.408,3.799
Malaysia,2017,Gold,Import,163373544,3.165,3.799
Malta,2017,Gold,Import,156509,0.004,1.261
Malta,2017,Gold,Import,149914,0.001,1.261
Mauritius,2017,Gold,Import,2789734,0.067,3.675
"Other Asia, nes",2017,Gold,Import,137490052,3.61,
"Other Asia, nes",2017,Gold,Import,547036,0.013,
Oman,2017,Gold,Import,4646437,0.095,1.6
Nepal,2017,Gold,Import,85111439,2.1,4.454
Netherlands,2017,Gold,Import,20218,5.47,1.299
Netherlands,2017,Gold,Import,6118,,1.299
Netherlands,2017,Gold,Import,9293,0.006,1.299
New Zealand,2017,Gold,Import,1252825,0.031,1.854
New Zealand,2017,Gold,Import,4429503,0.105,1.854
Norway,2017,Gold,Import,4986,0.005,1.875
Panama,2017,Gold,Import,49752,0.001,0.876
Poland,2017,Gold,Import,73324,25.225,1.975
Poland,2017,Gold,Import,14920438,0.266,1.975
Poland,2017,Gold,Import,6627314,0.219,1.975
Portugal,2017,Gold,Import,53184,0.001,1.556
Qatar,2017,Gold,Import,110117450,2.689,0.395
Qatar,2017,Gold,Import,17081379,0.42,0.395
Romania,2017,Gold,Import,1167144,0.029,1.344
Russian Federation,2017,Gold,Import,8784,0.002,3.683
Saudi Arabia,2017,Gold,Import,64985646,1.623,-0.852
Saudi Arabia,2017,Gold,Import,9272697,0.232,-0.852
Serbia,2017,Gold,Import,53562,0.001,3.131
Sierra Leone,2017,Gold,Import,6184786,0.15,18.22
India,2017,Gold,Import,17460974582,425.132,3.602
India,2017,Gold,Import,1791712138,47.2,3.602
Singapore,2017,Gold,Import,2951815156,73.74,0.576
Singapore,2017,Gold,Import,27681211,0.671,0.576
Slovakia,2017,Gold,Import,1794,0.003,
Slovakia,2017,Gold,Import,1162102,0.035,
Slovakia,2017,Gold,Import,3941574,0.094,
Viet Nam,2017,Gold,Import,1902,,3.521
Slovenia,2017,Gold,Import,14218715,0.226,1.432
Slovenia,2017,Gold,Import,17979074,0.442,1.432
South Africa,2017,Gold,Import,1779,0.36,5.273
South Africa,2017,Gold,Import,285012,0.007,5.273
South Africa,2017,Gold,Import,2382,0.001,5.273
Spain,2017,Gold,Import,48630,36.81,1.956
Spain,2017,Gold,Import,1913589,0.043,1.956
Spain,2017,Gold,Import,3916376,0.074,1.956
Sweden,2017,Gold,Import,2062391,0.049,1.867
Sweden,2017,Gold,Import,2657995,0.045,1.867
Thailand,2017,Gold,Import,5950786497,125.162,0.665
Thailand,2017,Gold,Import,38437992,0.779,0.665
United Arab Emirates,2017,Gold,Import,1013258839,25.056,1.967
United Arab Emirates,2017,Gold,Import,158566389,3.838,1.967
Tunisia,2017,Gold,Import,20371258,0.504,5.308839
TÃ¼rkiye,2017,Gold,Import,4716130627,119.928,
TÃ¼rkiye,2017,Gold,Import,16902,0.001,
Ukraine,2017,Gold,Import,4036113,0.097,14.443
Ukraine,2017,Gold,Import,1930644,0.049,14.443
Egypt,2017,Gold,Import,23139757,0.585,23.537
United Kingdom,2017,Gold,Import,3148550,0.063,2.683
United Kingdom,2017,Gold,Import,2177163112,44.746,2.683
United Kingdom,2017,Gold,Import,2123842916,58.323,2.683
USA,2017,Gold,Import,236271,0.007,
USA,2017,Gold,Import,549191529,10.601,
USA,2017,Gold,Import,168270570,4.266,
Uruguay,2017,Gold,Import,2575035,0.062,6.218
Yemen,2017,Gold,Import,1620890,0.04,30.4
Bahrain,2017,Gold,Import,18656,29.12,1.387
Kuwait,2017,Gold,Import,8991,1.541,1.507
Malaysia,2017,Gold,Import,7039,11.914,3.799
Switzerland,2017,Gold,Import,156895323,3.774,0.534
Australia,2017,Gold,Import,571141,180.983,1.972
Australia,2017,Gold,Import,142050711,3.333,1.972
Australia,2017,Gold,Import,111112797,2.851,1.972
Austria,2017,Gold,Import,5026,1.999,2.23
Austria,2017,Gold,Import,929534,0.09,2.23
Bahrain,2017,Gold,Import,587,0.056,1.387
Bangladesh,2017,Gold,Import,96466,67.672,5.611
Bangladesh,2017,Gold,Import,31378833,0.665,5.611
Armenia,2017,Gold,Import,121,0.027,1.031
Belgium,2017,Gold,Import,5530,0.4,2.224
Belgium,2017,Gold,Import,1307,0.003,2.224
Bhutan,2017,Gold,Import,474,0.032,5.529
Bhutan,2017,Gold,Import,4716224,0.106,5.529
Brazil,2017,Gold,Import,38,,3.446
Brunei Darussalam,2017,Gold,Import,2466,0.306,-0.171
Myanmar,2017,Gold,Import,27092,33.195,4.622
Myanmar,2017,Gold,Import,9883609,0.254,4.622
Cambodia,2017,Gold,Import,7169,1.256,2.906
Cambodia,2017,Gold,Import,842407354,18.219,2.906
Canada,2017,Gold,Import,14697,13.571,1.603
Canada,2017,Gold,Import,543,,1.603
Sri Lanka,2017,Gold,Import,7099,4.95,6.581
China,2017,Gold,Import,140970,83.0,1.558
China,2017,Gold,Import,36111277,0.521,1.558
Colombia,2017,Gold,Import,4192,0.988,4.314
Denmark,2017,Gold,Import,56687,11.089,1.058
Denmark,2017,Gold,Import,42,,1.058
Estonia,2017,Gold,Import,525,0.141,3.651
Finland,2017,Gold,Import,6238,1.276,0.839
France,2017,Gold,Import,4176,2.555,1.163
France,2017,Gold,Import,56359,0.002,1.163
France,2017,Gold,Import,45517,0.002,1.163
France,2017,Gold,Import,10636,0.002,1.163
Germany,2017,Gold,Import,268354,92.163,1.711
Germany,2017,Gold,Import,2395739,0.088,1.711
Germany,2017,Gold,Import,13753238,1.074,1.711
Germany,2017,Gold,Import,109727,0.023,1.711
"China, Hong Kong SAR",2017,Gold,Import,1102575,949.204,1.481
"China, Hong Kong SAR",2017,Gold,Import,2496351,0.06,1.481
"China, Hong Kong SAR",2017,Gold,Import,339502895,5.862,1.481
"China, Hong Kong SAR",2017,Gold,Import,2057346,0.517,1.481
Iceland,2017,Gold,Import,1088,0.172,1.761
Indonesia,2017,Gold,Import,16388,3.74,3.809
Indonesia,2017,Gold,Import,6071160,0.13,3.809
Iran,2017,Gold,Import,12600,12.0,9.641
Ireland,2017,Gold,Import,350,0.127,0.251
Ireland,2017,Gold,Import,198,0.001,0.251
Italy,2017,Gold,Import,432596,0.018,1.326
Italy,2017,Gold,Import,1139517,0.029,1.326
Italy,2017,Gold,Import,82123,0.005,1.326
Japan,2017,Gold,Import,5178949,2188.575,0.468
Japan,2017,Gold,Import,26367144,1.169,0.468
Japan,2017,Gold,Import,42565597,0.402,0.468
Japan,2017,Gold,Import,2382373,0.033,0.468
Rep. of Korea,2017,Gold,Import,8176,0.729,
Rep. of Korea,2017,Gold,Import,138982904,3.47,
Rep. of Korea,2017,Gold,Import,26138,0.006,
Lao People's Dem. Rep.,2017,Gold,Import,1991,3.613,0.66
Lao People's Dem. Rep.,2017,Gold,Import,37103614,0.95,0.66
Lao People's Dem. Rep.,2017,Gold,Import,31159449,0.8,0.66
"China, Macao SAR",2017,Gold,Import,3,0.005,1.227
Malaysia,2017,Gold,Import,64447,38.998,3.799
Malaysia,2017,Gold,Import,398000,0.01,3.799
Malaysia,2017,Gold,Import,134318,0.008,3.799
Maldives,2017,Gold,Import,377,0.09,2.272
Mauritius,2017,Gold,Import,705,0.107,3.675
"Other Asia, nes",2017,Gold,Import,240355,291.113,
"Other Asia, nes",2017,Gold,Import,311642,0.008,
Oman,2017,Gold,Import,385168,0.012,1.6
Netherlands,2017,Gold,Import,251631,83.235,1.299
Netherlands,2017,Gold,Import,4070,0.001,1.299
Netherlands,2017,Gold,Import,148,,1.299
New Zealand,2017,Gold,Import,103594,25.263,1.854
New Zealand,2017,Gold,Import,55935,0.001,1.854
New Zealand,2017,Gold,Import,507,,1.854
Pakistan,2017,Gold,Import,409,0.059,4.148
Poland,2017,Gold,Import,36813,31.426,1.975
Russian Federation,2017,Gold,Import,5916,3.39,3.683
Russian Federation,2017,Gold,Import,11776383,0.291,3.683
India,2017,Gold,Import,3772,4.64,3.602
India,2017,Gold,Import,45279052,0.825,3.602
India,2017,Gold,Import,7010,0.003,3.602
Singapore,2017,Gold,Import,1821744,557.946,0.576
Singapore,2017,Gold,Import,556727265,13.944,0.576
Singapore,2017,Gold,Import,1076,0.001,0.576
Viet Nam,2017,Gold,Import,2336028,0.058,3.521
Slovenia,2017,Gold,Import,220,0.016,1.432
South Africa,2017,Gold,Import,29,,5.273
Spain,2017,Gold,Import,16874,4.479,1.956
Sweden,2017,Gold,Import,13477,3.055,1.867
Switzerland,2017,Gold,Import,74222,2.564,0.534
Switzerland,2017,Gold,Import,3295175838,79.815,0.534
Switzerland,2017,Gold,Import,8286,,0.534
United Arab Emirates,2017,Gold,Import,9765,3.714,1.967
United Arab Emirates,2017,Gold,Import,222583,0.004,1.967
United Kingdom,2017,Gold,Import,96964,34.191,2.683
USA,2017,Gold,Import,1118064,718.346,
USA,2017,Gold,Import,242274,0.007,
USA,2017,Gold,Import,134819,0.016,
USA,2017,Gold,Import,403176,0.028,
Belgium,2017,Gold,Import,226439,172.13,2.224
